date,nominal broad dollar,real broad dollar,10 yr yield,sp 500,opec oil production,world oil production,opec oil price index,usa industrial production,brent price (nominal)
2005-05-23,100.7942,98.9711,4.0538,1193.86,29930,80853,2.56,96.6347,48.36
2005-05-24,100.8011,98.9711,4.0271,1194.07,29930,80853,2.56,96.6347,48.71
2005-05-25,100.7782,98.9711,4.0864,1190.01,29930,80853,2.56,96.6347,49.95
2005-05-26,101.1036,98.9711,4.0787,1197.63,29930,80853,2.56,96.6347,50.11
2005-05-27,100.7366,98.9711,4.0709,1198.78,29930,80853,2.56,96.6347,50.55
2005-05-30,100.7405,98.9711,4.069,1198.78,29930,80853,2.56,96.6347,50.55
2005-05-31,101.0717,99.3358,3.981,1191.5,29950,80853,2.56,96.7251,50.7
2005-06-01,101.3105,99.3358,3.8844,1202.27,29950,80853,2.56,96.7251,53.2
2005-06-02,101.1762,99.3358,3.9032,1204.29,29950,80853,2.56,96.7251,52.26
2005-06-03,101.2024,99.3358,3.9732,1196.02,29950,80853,2.56,96.7251,54.2
2005-06-06,101.0278,99.3358,3.9522,1197.51,29950,80853,2.56,96.7251,53.74
2005-06-07,100.9466,99.3358,3.901,1197.26,29950,80853,2.56,96.7251,53.04
2005-06-08,100.8121,99.3358,3.9331,1194.67,29950,80853,2.56,96.7251,51.95
2005-06-09,101.3769,99.3358,3.9483,1200.93,29950,80853,2.56,96.7251,53.69
2005-06-10,101.5737,99.3358,4.0514,1198.11,29950,80853,2.56,96.7251,52.8
2005-06-13,102.0859,99.3358,4.0918,1200.82,29950,80853,2.56,96.7251,54.65
2005-06-14,101.9497,99.3358,4.1072,1203.91,29950,80853,2.56,96.7251,53.74
2005-06-15,101.4842,99.3358,4.0995,1206.58,29950,80853,2.56,96.7251,54.45
2005-06-16,101.4006,99.3358,4.0667,1210.96,29950,80853,2.56,96.7251,56.2
2005-06-17,100.9765,99.3358,4.0705,1216.96,29950,80853,2.56,96.7251,57.92
2005-06-20,101.2651,99.3358,4.1091,1216.1,29950,80853,2.56,96.7251,58.19
2005-06-21,101.1,99.3358,4.0396,1213.61,29950,80853,2.56,96.7251,57.3
2005-06-22,101.1903,99.3358,3.94,1213.88,29950,80853,2.56,96.7251,56.75
2005-06-23,101.3323,99.3358,3.9514,1200.73,29950,80853,2.56,96.7251,58.1
2005-06-24,101.312,99.3358,3.917,1191.57,29950,80853,2.56,96.7251,58.2
2005-06-27,101.2174,99.3358,3.9017,1190.69,29950,80853,2.56,96.7251,59.14
2005-06-28,101.5236,99.3358,3.9703,1201.57,29950,80853,2.56,96.7251,57.25
2005-06-29,101.447,99.3358,3.9779,1199.85,29950,80853,2.56,96.7251,56.1
2005-06-30,101.592,100.2292,3.913,1191.33,30006,80853,2.68,97.1483,55.5
2005-07-01,102.2263,100.2292,4.0489,1194.44,30006,80853,2.68,97.1483,57.91
2005-07-04,102.2382,100.2292,4.0373,1194.44,30006,80853,2.68,97.1483,58
2005-07-05,102.5184,100.2292,4.105,1204.99,30006,80853,2.68,97.1483,58.37
2005-07-06,102.4518,100.2292,4.0682,1194.94,30006,80853,2.68,97.1483,59.86
2005-07-07,102.4266,100.2292,4.0605,1197.87,30006,80853,2.68,97.1483,59.32
2005-07-08,102.2674,100.2292,4.0914,1211.86,30006,80853,2.68,97.1483,58.14
2005-07-11,101.6153,100.2292,4.0933,1219.44,30006,80853,2.68,97.1483,57.72
2005-07-12,101.0384,100.2292,4.142,1222.21,30006,80853,2.68,97.1483,58.99
2005-07-13,101.5102,100.2292,4.1556,1223.29,30006,80853,2.68,97.1483,57.95
2005-07-14,101.3998,100.2292,4.1732,1226.5,30006,80853,2.68,97.1483,57.32
2005-07-15,101.7514,100.2292,4.1635,1227.92,30006,80853,2.68,97.1483,57.56
2005-07-18,101.4556,100.2292,4.2204,1221.13,30006,80853,2.68,97.1483,57.03
2005-07-19,101.9379,100.2292,4.1792,1229.35,30006,80853,2.68,97.1483,57.49
2005-07-20,102.0091,100.2292,4.1576,1235.2,30006,80853,2.68,97.1483,56.67
2005-07-21,101.3074,100.2292,4.2757,1227.04,30006,80853,2.68,97.1483,55.95
2005-07-22,101.1952,100.2292,4.2185,1233.68,30006,80853,2.68,97.1483,57.58
2005-07-25,101.3902,100.2292,4.2442,1229.03,30006,80853,2.68,97.1483,57.87
2005-07-26,101.8051,100.2292,4.2245,1231.16,30006,80853,2.68,97.1483,57.98
2005-07-27,101.7504,100.2292,4.2541,1236.79,30006,80853,2.68,97.1483,57.83
2005-07-28,101.5164,100.2292,4.1891,1243.72,30006,80853,2.68,97.1483,58.87
2005-07-29,101.2856,100.2292,4.276,1234.18,30006,80853,2.68,97.1483,59.52
2005-08-01,100.8918,100.9348,4.3099,1235.35,30300,80853,2.68,96.8397,60.26
2005-08-02,100.6848,100.9348,4.3338,1244.12,30300,80853,2.68,96.8397,60.64
2005-08-03,100.3606,100.9348,4.292,1245.05,30300,80853,2.68,96.8397,59.74
2005-08-04,100.2275,100.9348,4.312,1235.86,30300,80853,2.68,96.8397,60.17
2005-08-05,100.5647,100.9348,4.3861,1226.42,30300,80853,2.68,96.8397,61
2005-08-08,100.3986,100.9348,4.4184,1223.13,30300,80853,2.68,96.8397,62.68
2005-08-09,100.5109,100.9348,4.3883,1231.38,30300,80853,2.68,96.8397,61.99
2005-08-10,100.2061,100.9348,4.3903,1229.13,30300,80853,2.68,96.8397,64.22
2005-08-11,99.803,100.9348,4.3203,1237.81,30300,80853,2.68,96.8397,65.45
2005-08-12,99.7118,100.9348,4.2423,1230.39,30300,80853,2.68,96.8397,66.59
2005-08-15,99.8421,100.9348,4.281,1233.87,30300,80853,2.68,96.8397,65.6
2005-08-16,99.8846,100.9348,4.2056,1219.34,30300,80853,2.68,96.8397,65.41
2005-08-17,100.205,100.9348,4.2674,1220.24,30300,80853,2.68,96.8397,62.69
2005-08-18,100.8234,100.9348,4.1978,1219.02,30300,80853,2.68,96.8397,62.65
2005-08-19,101.07,100.9348,4.2054,1219.71,30300,80853,2.68,96.8397,64.5
2005-08-22,100.5107,100.9348,4.2073,1221.73,30300,80853,2.68,96.8397,64.3
2005-08-23,100.5525,100.9348,4.1784,1217.57,30300,80853,2.68,96.8397,64.93
2005-08-24,100.676,100.9348,4.1649,1209.59,30300,80853,2.68,96.8397,66.48
2005-08-25,100.2673,100.9348,4.1553,1212.4,30300,80853,2.68,96.8397,66.23
2005-08-26,100.3925,100.9348,4.186,1205.1,30300,80853,2.68,96.8397,65.07
2005-08-29,100.7574,100.9348,4.1667,1212.28,30300,80853,2.68,96.8397,65.07
2005-08-30,100.8646,100.9348,4.0899,1208.41,30300,80853,2.68,96.8397,67.52
2005-08-31,100.392,100.0411,4.0137,1220.33,30410,80853,2.68,97.1584,66.95
2005-09-01,99.8403,100.0411,4.0307,1221.59,30410,80853,2.68,97.1584,67.64
2005-09-02,99.5037,100.0411,4.0362,1218.02,30410,80853,2.68,97.1584,64.85
2005-09-05,99.5058,100.0411,4.0285,1218.02,30410,80853,2.68,97.1584,64.84
2005-09-06,99.589,100.0411,4.0953,1233.39,30410,80853,2.68,97.1584,64.5
2005-09-07,99.7231,100.0411,4.1375,1236.36,30410,80853,2.68,97.1584,63.25
2005-09-08,99.7703,100.0411,4.1452,1231.67,30410,80853,2.68,97.1584,63.36
2005-09-09,99.4995,100.0411,4.1181,1241.48,30410,80853,2.68,97.1584,62.86
2005-09-12,99.9886,100.0411,4.1701,1240.56,30410,80853,2.68,97.1584,61.5
2005-09-13,100.1327,100.0411,4.1258,1231.2,30410,80853,2.68,97.1584,61.65
2005-09-14,100.1313,100.0411,4.1643,1227.16,30410,80853,2.68,97.1584,63.59
2005-09-15,100.3447,100.0411,4.2107,1227.73,30410,80853,2.68,97.1584,63.14
2005-09-16,100.4318,100.0411,4.271,1237.91,30410,80853,2.68,97.1584,61.84
2005-09-19,100.3592,100.0411,4.2457,1231.02,30410,80853,2.68,97.1584,65.54
2005-09-20,100.3352,100.0411,4.2418,1221.35,30410,80853,2.68,97.1584,64.48
2005-09-21,100.144,100.0411,4.166,1210.2,30410,80853,2.68,97.1584,65.32
2005-09-22,100.4028,100.0411,4.1795,1214.62,30410,80853,2.68,97.1584,64.54
2005-09-23,100.7395,100.0411,4.2456,1215.29,30410,80853,2.68,97.1584,62.01
2005-09-26,100.9913,100.0411,4.2906,1215.63,30410,80853,2.68,97.1584,64.1
2005-09-27,101.168,100.0411,4.2808,1215.66,30410,80853,2.68,97.1584,62.97
2005-09-28,101.1306,100.0411,4.2534,1216.89,30410,80853,2.68,97.1584,63.84
2005-09-29,100.9535,100.0411,4.2945,1227.68,30410,80853,2.68,97.1584,63.67
2005-09-30,100.627,100.8662,4.324,1228.81,30460,80853,2.89,95.2764,63.53
2005-10-03,101.097,100.8662,4.3833,1226.7,30460,80853,2.89,95.2764,62.75
2005-10-04,101.1262,100.8662,4.3674,1214.47,30460,80853,2.89,95.2764,61.28
2005-10-05,101.0695,100.8662,4.3398,1196.39,30460,80853,2.89,95.2764,60.03
2005-10-06,100.8634,100.8662,4.3873,1191.49,30460,80853,2.89,95.2764,58.8
2005-10-07,100.8462,100.8662,4.354,1195.9,30460,80853,2.89,95.2764,59.04
2005-10-10,100.8508,100.8662,4.3557,1187.33,30460,80853,2.89,95.2764,59.3
2005-10-11,101.1576,100.8662,4.3914,1184.87,30460,80853,2.89,95.2764,60.25
2005-10-12,101.1314,100.8662,4.4392,1177.68,30460,80853,2.89,95.2764,60.32
2005-10-13,101.7588,100.8662,4.4612,1176.84,30460,80853,2.89,95.2764,59.93
2005-10-14,101.3186,100.8662,4.4793,1186.57,30460,80853,2.89,95.2764,59.35
2005-10-17,101.3459,100.8662,4.4934,1190.1,30460,80853,2.89,95.2764,60.32
2005-10-18,101.658,100.8662,4.4694,1178.14,30460,80853,2.89,95.2764,59.05
2005-10-19,101.5253,100.8662,4.4594,1195.76,30460,80853,2.89,95.2764,58.68
2005-10-20,101.43,100.8662,4.4295,1177.8,30460,80853,2.89,95.2764,57.62
2005-10-21,101.7826,100.8662,4.3837,1179.59,30460,80853,2.89,95.2764,58.41
2005-10-24,101.6338,100.8662,4.4436,1199.38,30460,80853,2.89,95.2764,57.94
2005-10-25,101.0849,100.8662,4.5341,1196.54,30460,80853,2.89,95.2764,60.12
2005-10-26,101.1749,100.8662,4.5827,1191.38,30460,80853,2.89,95.2764,58.96
2005-10-27,100.9603,100.8662,4.5463,1178.9,30460,80853,2.89,95.2764,59.15
2005-10-28,101.1736,100.8662,4.5648,1198.41,30460,80853,2.89,95.2764,59.6
2005-10-31,101.4514,101.8801,4.5506,1207.01,30220,80853,2.89,96.4411,58.08
2005-11-01,101.4242,101.8801,4.5629,1202.76,30220,80853,2.89,96.4411,58.49
2005-11-02,101.2951,101.8801,4.6036,1214.76,30220,80853,2.89,96.4411,58.34
2005-11-03,101.517,101.8801,4.6465,1219.94,30220,80853,2.89,96.4411,60.5
2005-11-04,102.0118,101.8801,4.659,1220.14,30220,80853,2.89,96.4411,59.03
2005-11-07,102.138,101.8801,4.6223,1222.81,30220,80853,2.89,96.4411,58.09
2005-11-08,102.1501,101.8801,4.5512,1218.59,30220,80853,2.89,96.4411,57.7
2005-11-09,102.1217,101.8801,4.6388,1220.65,30220,80853,2.89,96.4411,56.5
2005-11-10,102.209,101.8801,4.5535,1230.96,30220,80853,2.89,96.4411,55.53
2005-11-11,102.2074,101.8801,4.5333,1234.71,30220,80853,2.89,96.4411,55
2005-11-14,102.5527,101.8801,4.6043,1233.76,30220,80853,2.89,96.4411,54.75
2005-11-15,102.4196,101.8801,4.5569,1229.01,30220,80853,2.89,96.4411,54.1
2005-11-16,102.5269,101.8801,4.4706,1231.21,30220,80853,2.89,96.4411,56.03
2005-11-17,102.335,101.8801,4.4569,1242.8,30220,80853,2.89,96.4411,54.94
2005-11-18,102.4233,101.8801,4.4881,1248.27,30220,80853,2.89,96.4411,55.15
2005-11-21,102.2304,101.8801,4.4588,1254.85,30220,80853,2.89,96.4411,55.45
2005-11-22,102.238,101.8801,4.4256,1261.23,30220,80853,2.89,96.4411,56.66
2005-11-23,101.8441,101.8801,4.47,1265.61,30220,80853,2.89,96.4411,55.9
2005-11-24,101.8431,101.8801,4.47,1265.61,30220,80853,2.89,96.4411,55.21
2005-11-25,102.0383,101.8801,4.4274,1268.25,30220,80853,2.89,96.4411,55.1
2005-11-28,101.6985,101.8801,4.404,1257.46,30220,80853,2.89,96.4411,54.85
2005-11-29,101.7501,101.8801,4.4743,1257.48,30220,80853,2.89,96.4411,54.03
2005-11-30,101.7296,102.0708,4.484,1249.48,29905,80853,2.89,97.5016,55.21
2005-12-01,101.9359,102.0708,4.5135,1264.67,29905,80853,2.89,97.5016,56.19
2005-12-02,101.7669,102.0708,4.5115,1265.08,29905,80853,2.89,97.5016,57.15
2005-12-05,101.4837,102.0708,4.5687,1262.09,29905,80853,2.89,97.5016,57.59
2005-12-06,101.3434,102.0708,4.482,1263.7,29905,80853,2.89,97.5016,57.67
2005-12-07,101.6004,102.0708,4.5095,1257.37,29905,80853,2.89,97.5016,56.87
2005-12-08,101.3154,102.0708,4.4623,1255.84,29905,80853,2.89,97.5016,58.95
2005-12-09,101.5012,102.0708,4.5233,1259.37,29905,80853,2.89,97.5016,57.45
2005-12-12,100.9875,102.0708,4.547,1260.43,29905,80853,2.89,97.5016,59.4
2005-12-13,101.0872,102.0708,4.5193,1267.43,29905,80853,2.89,97.5016,59.4
2005-12-14,100.6702,102.0708,4.4563,1272.74,29905,80853,2.89,97.5016,59.61
2005-12-15,100.9035,102.0708,4.4602,1270.94,29905,80853,2.89,97.5016,59.9
2005-12-16,100.7809,102.0708,4.4327,1267.32,29905,80853,2.89,97.5016,57.2
2005-12-19,100.9511,102.0708,4.4385,1259.92,29905,80853,2.89,97.5016,56.2
2005-12-20,101.4985,102.0708,4.4601,1259.62,29905,80853,2.89,97.5016,56.28
2005-12-21,101.5008,102.0708,4.4877,1262.8,29905,80853,2.89,97.5016,56.95
2005-12-22,101.2791,102.0708,4.4267,1268.12,29905,80853,2.89,97.5016,56.55
2005-12-23,101.3234,102.0708,4.372,1268.66,29905,80853,2.89,97.5016,56.4
2005-12-26,101.3241,102.0708,4.372,1268.66,29905,80853,2.89,97.5016,56.4
2005-12-27,101.628,102.0708,4.3366,1256.54,29905,80853,2.89,97.5016,56.19
2005-12-28,101.5025,102.0708,4.3737,1258.17,29905,80853,2.89,97.5016,57.76
2005-12-29,101.446,102.0708,4.3541,1254.42,29905,80853,2.89,97.5016,58.01
2005-12-30,101.4219,102.0708,4.3911,1248.29,29905,80853,2.89,97.5016,59.2
2006-01-02,101.4155,101.196,4.3911,1248.29,29905,81824,2.54,97.9723,59.2
2006-01-03,100.7558,101.196,4.3637,1268.8,29905,81824,2.54,97.9723,61.15
2006-01-04,100.2288,101.196,4.3422,1273.46,29905,81824,2.54,97.9723,61.75
2006-01-05,100.2992,101.196,4.3519,1273.48,29905,81824,2.54,97.9723,61.16
2006-01-06,100.0241,101.196,4.3733,1285.45,29905,81824,2.54,97.9723,62.86
2006-01-09,100.1794,101.196,4.3654,1290.15,29905,81824,2.54,97.9723,61.99
2006-01-10,100.1436,101.196,4.4243,1289.69,29905,81824,2.54,97.9723,61.78
2006-01-11,99.871,101.196,4.4518,1294.18,29905,81824,2.54,97.9723,62.28
2006-01-12,100.0643,101.196,4.4026,1286.06,29905,81824,2.54,97.9723,62.62
2006-01-13,99.9675,101.196,4.3534,1287.61,29905,81824,2.54,97.9723,62.4
2006-01-16,99.9715,101.196,4.3534,1287.61,29905,81824,2.54,97.9723,62.92
2006-01-17,100.2447,101.196,4.324,1282.93,29905,81824,2.54,97.9723,65.32
2006-01-18,100.4085,101.196,4.3318,1277.93,29905,81824,2.54,97.9723,64.3
2006-01-19,100.1862,101.196,4.3729,1285.04,29905,81824,2.54,97.9723,65.43
2006-01-20,99.9017,101.196,4.3493,1261.48,29905,81824,2.54,97.9723,66.2
2006-01-23,99.3783,101.196,4.3551,1263.83,29905,81824,2.54,97.9723,65.9
2006-01-24,99.3434,101.196,4.3904,1266.86,29905,81824,2.54,97.9723,65.05
2006-01-25,99.348,101.196,4.4754,1264.68,29905,81824,2.54,97.9723,64.07
2006-01-26,99.4798,101.196,4.5172,1273.83,29905,81824,2.54,97.9723,65.34
2006-01-27,99.6433,101.196,4.5092,1283.72,29905,81824,2.54,97.9723,66.36
2006-01-30,99.7144,101.196,4.5251,1285.2,29905,81824,2.54,97.9723,66.63
2006-01-31,99.4311,100,4.5152,1280.09,29490,81824,2.54,98.127,65.78
2006-02-01,99.6132,100,4.5551,1282.46,29490,81824,2.54,98.127,64.67
2006-02-02,99.7916,100,4.5571,1270.84,29490,81824,2.54,98.127,63.1
2006-02-03,100.118,100,4.5232,1264.03,29490,81824,2.54,98.127,63.6
2006-02-06,100.1372,100,4.5432,1265.02,29490,81824,2.54,98.127,63.17
2006-02-07,100.1759,100,4.5652,1254.78,29490,81824,2.54,98.127,61.47
2006-02-08,100.4879,100,4.5873,1265.65,29490,81824,2.54,98.127,61.15
2006-02-09,100.2117,100,4.5432,1263.78,29490,81824,2.54,98.127,60.95
2006-02-10,100.322,100,4.5845,1266.99,29490,81824,2.54,98.127,59.72
2006-02-13,100.3955,100,4.5766,1262.86,29490,81824,2.54,98.127,59.35
2006-02-14,100.3987,100,4.6102,1275.53,29490,81824,2.54,98.127,59.49
2006-02-15,100.4489,100,4.5964,1280,29490,81824,2.54,98.127,58.27
2006-02-16,100.5183,100,4.5825,1289.38,29490,81824,2.54,98.127,59.45
2006-02-17,100.3404,100,4.5372,1287.24,29490,81824,2.54,98.127,59.85
2006-02-20,100.3447,100,4.5372,1287.24,29490,81824,2.54,98.127,61.53
2006-02-21,100.2346,100,4.5648,1283.03,29490,81824,2.54,98.127,61.36
2006-02-22,100.3879,100,4.5215,1292.67,29490,81824,2.54,98.127,60.15
2006-02-23,100.1956,100,4.5549,1287.79,29490,81824,2.54,98.127,60.7
2006-02-24,100.2594,100,4.5727,1289.43,29490,81824,2.54,98.127,62.4
2006-02-27,100.0724,100,4.5905,1294.12,29490,81824,2.54,98.127,60.86
2006-02-28,99.7695,100.2631,4.551,1280.66,29865,81824,2.54,98.1687,62
2006-03-01,99.8355,100.2631,4.5845,1291.24,29865,81824,2.54,98.1687,62.46
2006-03-02,99.5969,100.2631,4.6282,1289.14,29865,81824,2.54,98.1687,64.19
2006-03-03,99.7024,100.2631,4.6801,1287.23,29865,81824,2.54,98.1687,64
2006-03-06,99.9834,100.2631,4.7504,1278.26,29865,81824,2.54,98.1687,62.32
2006-03-07,100.564,100.2631,4.7223,1275.88,29865,81824,2.54,98.1687,61.15
2006-03-08,100.8565,100.2631,4.7263,1278.47,29865,81824,2.54,98.1687,60
2006-03-09,100.7718,100.2631,4.7243,1272.23,29865,81824,2.54,98.1687,61.2
2006-03-10,100.9566,100.2631,4.7567,1281.58,29865,81824,2.54,98.1687,60.8
2006-03-13,100.8563,100.2631,4.7668,1284.13,29865,81824,2.54,98.1687,62.42
2006-03-14,100.312,100.2631,4.6924,1297.48,29865,81824,2.54,98.1687,63.89
2006-03-15,100.2121,100.2631,4.7266,1303.02,29865,81824,2.54,98.1687,62.71
2006-03-16,99.9049,100.2631,4.6404,1305.33,29865,81824,2.54,98.1687,62.82
2006-03-17,99.8614,100.2631,4.6705,1307.25,29865,81824,2.54,98.1687,63.42
2006-03-20,100.0491,100.2631,4.6565,1305.08,29865,81824,2.54,98.1687,61.52
2006-03-21,100.4716,100.2631,4.7167,1297.23,29865,81824,2.54,98.1687,62.12
2006-03-22,100.496,100.2631,4.6986,1305.04,29865,81824,2.54,98.1687,61.74
2006-03-23,100.8256,100.2631,4.7329,1301.67,29865,81824,2.54,98.1687,63.28
2006-03-24,100.7773,100.2631,4.6686,1302.95,29865,81824,2.54,98.1687,63.6
2006-03-27,100.8359,100.2631,4.7028,1301.61,29865,81824,2.54,98.1687,63.29
2006-03-28,100.7995,100.2631,4.7797,1293.22,29865,81824,2.54,98.1687,65.14
2006-03-29,101.0474,100.2631,4.8041,1302.89,29865,81824,2.54,98.1687,65.65
2006-03-30,100.5698,100.2631,4.8551,1300.25,29865,81824,2.54,98.1687,66.65
2006-03-31,100.56,100.5392,4.8472,1294.83,29790,81824,3.91,98.3913,66.28
2006-04-03,100.6204,100.5392,4.8615,1297.81,29790,81824,3.91,98.3913,66.7
2006-04-04,100.1319,100.5392,4.8637,1305.94,29790,81824,3.91,98.3913,66.36
2006-04-05,100.0792,100.5392,4.8433,1311.56,29790,81824,3.91,98.3913,67.18
2006-04-06,100.1578,100.5392,4.8987,1309.04,29790,81824,3.91,98.3913,67.78
2006-04-07,100.4187,100.5392,4.9774,1295.5,29790,81824,3.91,98.3913,67.22
2006-04-10,100.4091,100.5392,4.9526,1296.61,29790,81824,3.91,98.3913,68.75
2006-04-11,100.2903,100.5392,4.9197,1286.58,29790,81824,3.91,98.3913,69.47
2006-04-12,100.3589,100.5392,4.9777,1288.13,29790,81824,3.91,98.3913,69.45
2006-04-13,100.4759,100.5392,5.0447,1289.12,29790,81824,3.91,98.3913,70.7
2006-04-14,100.4697,100.5392,5.0448,1289.12,29790,81824,3.91,98.3913,70.7
2006-04-17,99.8719,100.5392,5.0032,1285.33,29790,81824,3.91,98.3913,71.4
2006-04-18,99.6747,100.5392,4.9824,1307.65,29790,81824,3.91,98.3913,72.5
2006-04-19,99.3467,100.5392,5.0221,1309.93,29790,81824,3.91,98.3913,73.63
2006-04-20,99.4974,100.5392,5.0389,1311.46,29790,81824,3.91,98.3913,73.06
2006-04-21,99.4345,100.5392,5.0079,1311.28,29790,81824,3.91,98.3913,74.7
2006-04-24,99.117,100.5392,4.9768,1308.11,29790,81824,3.91,98.3913,73.04
2006-04-25,98.9687,100.5392,5.0667,1301.74,29790,81824,3.91,98.3913,73.23
2006-04-26,98.8907,100.5392,5.1046,1305.41,29790,81824,3.91,98.3913,72.1
2006-04-27,98.5149,100.5392,5.0669,1309.72,29790,81824,3.91,98.3913,71.01
2006-04-28,98.1412,100.5392,5.0505,1310.61,29790,81824,3.91,98.3913,71.81
2006-05-01,97.9085,100.0525,5.1369,1305.19,29645,81824,3.91,98.6826,73.85
2006-05-02,97.6571,100.0525,5.1075,1313.21,29645,81824,3.91,98.6826,74.66
2006-05-03,97.5572,100.0525,5.1414,1307.85,29645,81824,3.91,98.6826,72.55
2006-05-04,97.4878,100.0525,5.1521,1312.25,29645,81824,3.91,98.6826,70.68
2006-05-05,97.2585,100.0525,5.0997,1325.76,29645,81824,3.91,98.6826,70.94
2006-05-08,97.1945,100.0525,5.1104,1324.66,29645,81824,3.91,98.6826,70.32
2006-05-09,96.9578,100.0525,5.1211,1325.14,29645,81824,3.91,98.6826,71.04
2006-05-10,96.6391,100.0525,5.1234,1322.85,29645,81824,3.91,98.6826,72.45
2006-05-11,96.5383,100.0525,5.151,1305.92,29645,81824,3.91,98.6826,73.35
2006-05-12,96.8788,100.0525,5.1938,1291.24,29645,81824,3.91,98.6826,72.18
2006-05-15,97.3588,100.0525,5.1533,1294.5,29645,81824,3.91,98.6826,69.43
2006-05-16,97.1959,100.0525,5.0947,1292.08,29645,81824,3.91,98.6826,70.36
2006-05-17,97.4725,100.0525,5.1431,1270.32,29645,81824,3.91,98.6826,69.12
2006-05-18,97.7033,100.0525,5.0605,1261.81,29645,81824,3.91,98.6826,69.8
2006-05-19,97.933,100.0525,5.0584,1267.03,29645,81824,3.91,98.6826,68.74
2006-05-22,97.9377,100.0525,5.0383,1262.07,29645,81824,3.91,98.6826,69.55
2006-05-23,97.7045,100.0525,5.0123,1256.58,29645,81824,3.91,98.6826,70.86
2006-05-24,98.3936,100.0525,5.0363,1258.57,29645,81824,3.91,98.6826,68.91
2006-05-25,97.8423,100.0525,5.0683,1272.88,29645,81824,3.91,98.6826,70.75
2006-05-26,97.8995,100.0525,5.0481,1280.16,29645,81824,3.91,98.6826,70.56
2006-05-29,97.8936,100.0525,5.0481,1280.16,29645,81824,3.91,98.6826,70.56
2006-05-30,97.588,100.0525,5.0762,1259.84,29645,81824,3.91,98.6826,71.13
2006-05-31,97.7705,97.8658,5.1186,1270.09,29655,81824,3.91,98.7074,70.46
2006-06-01,97.7726,97.8658,5.0984,1285.71,29655,81824,3.91,98.7074,69.32
2006-06-02,97.5544,97.8658,4.9898,1288.22,29655,81824,3.91,98.7074,71.42
2006-06-05,97.3681,97.8658,5.0177,1265.29,29655,81824,3.91,98.7074,71.38
2006-06-06,98.1449,97.8658,4.9997,1263.85,29655,81824,3.91,98.7074,70.82
2006-06-07,98.1641,97.8658,5.0177,1256.15,29655,81824,3.91,98.7074,69.23
2006-06-08,98.9313,97.8658,4.9936,1257.93,29655,81824,3.91,98.7074,69.12
2006-06-09,98.5471,97.8658,4.9714,1252.3,29655,81824,3.91,98.7074,70.63
2006-06-12,98.5494,97.8658,4.9774,1236.4,29655,81824,3.91,98.7074,68.73
2006-06-13,98.9201,97.8658,4.9613,1223.69,29655,81824,3.91,98.7074,66.78
2006-06-14,98.8338,97.8658,5.0617,1230.04,29655,81824,3.91,98.7074,66.78
2006-06-15,98.8846,97.8658,5.094,1256.16,29655,81824,3.91,98.7074,67.43
2006-06-16,98.9127,97.8658,5.1264,1251.54,29655,81824,3.91,98.7074,68.98
2006-06-19,99.145,97.8658,5.1345,1240.14,29655,81824,3.91,98.7074,68.2
2006-06-20,99.0117,97.8658,5.1487,1240.12,29655,81824,3.91,98.7074,68.02
2006-06-21,98.5544,97.8658,5.1528,1252.21,29655,81824,3.91,98.7074,69.21
2006-06-22,99.0856,97.8658,5.208,1245.6,29655,81824,3.91,98.7074,69.95
2006-06-23,99.4216,97.8658,5.2223,1244.5,29655,81824,3.91,98.7074,69.98
2006-06-26,99.3634,97.8658,5.2326,1250.56,29655,81824,3.91,98.7074,70.71
2006-06-27,99.219,97.8658,5.1998,1239.2,29655,81824,3.91,98.7074,71.02
2006-06-28,99.392,97.8658,5.2429,1246,29655,81824,3.91,98.7074,71.43
2006-06-29,99.2158,97.8658,5.1936,1272.87,29655,81824,3.91,98.7074,72.89
2006-06-30,98.2483,99.1969,5.1364,1270.2,29850,81824,2.45,99.0398,73.38
2006-07-03,98.0371,99.1969,5.1486,1280.19,29850,81824,2.45,99.0398,73.3
2006-07-04,98.0221,99.1969,5.1486,1280.19,29850,81824,2.45,99.0398,72.59
2006-07-05,98.308,99.1969,5.2204,1270.91,29850,81824,2.45,99.0398,74.07
2006-07-06,98.138,99.1969,5.1793,1274.08,29850,81824,2.45,99.0398,73.97
2006-07-07,97.7508,99.1969,5.1261,1265.48,29850,81824,2.45,99.0398,73.44
2006-07-10,97.9813,99.1969,5.1241,1267.34,29850,81824,2.45,99.0398,72.83
2006-07-11,98.2132,99.1969,5.0996,1272.52,29850,81824,2.45,99.0398,73.46
2006-07-12,98.5202,99.1969,5.0976,1258.6,29850,81824,2.45,99.0398,74.38
2006-07-13,98.5583,99.1969,5.063,1242.29,29850,81824,2.45,99.0398,76.85
2006-07-14,98.6814,99.1969,5.0629,1236.2,29850,81824,2.45,99.0398,77.35
2006-07-17,99.0767,99.1969,5.0629,1234.49,29850,81824,2.45,99.0398,75.83
2006-07-18,99.1341,99.1969,5.1302,1236.86,29850,81824,2.45,99.0398,74.6
2006-07-19,98.9262,99.1969,5.0487,1259.81,29850,81824,2.45,99.0398,73.92
2006-07-20,98.6014,99.1969,5.0263,1249.13,29850,81824,2.45,99.0398,73.43
2006-07-21,98.5221,99.1969,5.0404,1240.29,29850,81824,2.45,99.0398,73.93
2006-07-24,98.7795,99.1969,5.0424,1260.91,29850,81824,2.45,99.0398,74.74
2006-07-25,98.9388,99.1969,5.0628,1268.88,29850,81824,2.45,99.0398,73.3
